Internados,Valor serviços hospitalares,Valor serviços profissionais,Valor médio intern,Dias permanência,Óbitos,Valor total
94,47046,7095,575.98,500,10,54142
1093,654539,160055,745.28,7282,65,814595
358,258594,42451,840.91,4735,15,301046
1393,686655,216942,648.67,5607,105,903597
713,408978,75819,679.94,4178,82,484797
21,11552,1271,610.66,157,,12823
715,423979,85554,712.63,3502,58,509533
1522,980922,272392,823.47,7727,110,1253315
7201,16955456,3717517,2870.85,36139,564,20672973
115,52919,8677,535.62,576,10,61596
2154,1314908,362915,778.93,8935,125,1677823
564,339697,62133,712.47,9790,12,401831
487,403297,80202,992.81,1894,40,483499
177,102896,20258,695.79,522,6,123155
304,192516,37681,757.23,1658,12,230198
5347,7474244,1423910,1664.14,36774,542,8898155
143,115668,26409,993.55,634,17,142077
260,261533,33604,1135.15,1241,22,295138
814,459970,126318,720.26,2991,42,586289
2060,1276633,269705,754.04,11281,79,1553316
563,423770,68582,874.52,2515,32,492352
363,236379,40473,762.68,2559,30,276852
752,441782,79564,693.28,7004,15,521347
1105,664672,147059,734.6,5559,111,811732
1764,1143604,296305,816.28,6948,121,1439910
15117,30816192,6563180,2466.31,91097,1576,37379373
3270,9468037,1795876,3444.62,20870,401,11263913
450,267683,42469,689.23,3141,16,310152
340,208632,38261,726.16,2200,36,246894
2443,2045497,517431,-310576,9116,221,2562929
1127,601233,110171,631.24,7161,41,711405
2577,1770924,472839,870.69,7793,137,2243763
382,225300,52814,728.05,2296,23,278115
421,214464,33862,589.85,1672,25,248326
5148,8989404,1984941,2131.77,22691,535,10974346
32476,96232228,17536463,581954,211995,2383,113768692
324,201478,38590,740.95,2486,23,240069
80,18847,2667,268.93,168,,21514
20697,46245404,9022345,2538.94,213100,1930,55267750
128,37254,6011,338.01,527,6,43265
165,129382.00,21591,914.98,1625,31,150971
1384,598239,165587,551.9,7598,89,763827
824,335775,83827,509.23,3142,40,419602
958,775236,141800,957.24,8155,143,917037
165355,406178844,78571138,2908.79,1314763,11760,484749983
287,146842,24259,596.17,1057,16,171101
648,502993,90766,916.3,3590,61,593759
680,311443,55566,539.72,5359,36,367009
131,42321,5942,368.43,588,12,48263
1529,1487084,293908,1164.81,7404,158,1780993
178,145135,27410,969.36,1550,10,172545
556,259147,39179,536.56,2830,52,298327
14930,26911808,5715281,2177.32,121024,1413,32627099
3046,1831255,434756,743.93,19216,231,2266011
171,111650,24163,794.23,752,8,135814
354,211711,39097,708.5,2755,12,250809
1799,1070835,253992,736.42,4447,56,1324827
981,497371,118730,628.03,3891,76,616101
1951,1398358,249592,844.67,18275,66,1647951
255,209218,37473,967.42,918,7,246692
278,96698,16238,406.25,871,15,112936
2351,4078817,760428,2058.38,14831,296,4839245
87,45387,9199,627.44,358,7,54587
492,272782,68656,693.98,1963,33,341438
166,100468,17476,710.51,684,14,117944
1611,960886,235343,742.54,5894,71,1196229
4236,4510255,882364,-228884,22377,371,5392619
627,411232,105415,824,4264,25,516648
12216,22535479,4954523,2250.33,48374,817,27490003
20191,42108935,8212678,2492.28,140742,1239,50321613
8080,20163128,3734947,2958.59,43865,658,23905396
1415,781034,213641,702.95,5579,96,994675
3899,6713289,1335628,2064.35,23540,385,8048917
6295,13226876,2811518,2547.80,30923,552,16038394
1746,2408924,430014,1625.97,14909,293,2838939
2331,1336685,380636,736.73,11902,90,1717321
1091,641160,144122,719.78,3474,66,785283
5965,6729585,1325509,1350.39,27396,413,8055094
851,428443,76099,592.88,7917,67,504542
1161,868979,143309,871.91,10495,86,1012288
4750,7850657,1499572,1968.47,30973,498,9350230
4636,6771848,1327890,1747.14,28248,400,8099738
176,196208,17600,1214.83,2729,16,213809
628,367742,58201,678.25,4945,79,425943
1080,606371,179857,727.99,3735,64,786228
8762,14961264,2848247,2032.59,47326,1048,17809512
2601,1537588,365593,731.71,15439,184,1903182
3838,3136980,630292,981.57,18694,342,3767272
1336,788690,161804,711.45,4404,50,950495
171,97258,15.132,657.24,819,24,112388
446,319155,55060,839.05,1967,29,374216
373,186388,30051,580.27,1704,22,216440
337,222148,35037,763.16,1860,52,257185
1099,1465191,244569,1555.74,13901,87,1709760
1088,757876,157422,843.45,6836,122,917677
338,187333,34376,655.95,1916,18,221709
5552,9527243.00,1792659,2038.89,27309,518,11319902
6564,13154993,2429636,171270,46259,876,15584629
1780,1180371,346858,857.99,8928,69,1527230
1398,756565,238993,712.13,4102,47,995558
591,305658,45365,593.95,3237,14,351024
188,128895,26145,824.69,726,11,155041
548,280720,74161,647.59,1426,26,354881
43,32558,6795,915.21,276,,39354
402,231096,41642,678.45,4490,10,272738
249,133600,25765,642,1131,14,159365
352,216183,39615,726.7,1262,30,255798
1091,621365,108.711,669.18,3656,60,730075
2419,3628307,681850,1781.79,12956,237,4310157
2410,1531175,398105,800.53,11612,136,1929281
558,375021,83056,820.93,2442,8,458077
2405,7532262,1371074,658169,18306,534,8903336
1150,3743728,646901,3817.94,8757,185,4390630
4635,6559696,1422620,1722.18,19696,240,7982316
3119,1711168,538907,725.63,9727,170,2263243
3671,5809988,1209940,1912.27,18470,346,7019929
6299,13112462,2408206,2463.99,39259,830,15520669
1024,823583,134334,935.47,7461,84,957918
1775,2398704,511321,1639.45,7089,179,2910025
2604,3416657,607485,1545.37,13467,251,4024143
460,248115,44945,637.09,1549,30,293060
791,545000,107890,825.4,5459,114,652890
522,301892,52886,679.65,1970,33,354779
865,450381,108984,646.67,5883,64,559366
528,355777,71871,809.94,2118,43,427648
5867,9102282,2035904,1898.45,28147,594,11138186
5333,6659207,1438379,1518.39,25060,552,8097586
810,391327,71208,571.03,3078,55,462536
3625,6558039,1298926,2167.44,19665,284,7856966
628,414828,66383,766.26,3138,89,481211
1950,1376891,288.009,853.79,7970,101,1664892
213,84891,15423,470.96,1039,11,100314
5653,12398371,2096696,2564.14,47691,1057,14495068
389,154032,58915,547.42,1085,2,212947
2563,752866,239699,387.27,6622,48,992566
1045,409912,127833,514.59,3114,25,537745
274,110093,31569,517.02,825,15,141662
290,131674,34272,572.23,885,7,165946
278,107990,30999,499.96,781,4,138989
1337,601620,203.876,602.46,4403,44,805490
4282,3035728,804094,897.69,15749,282,3843902
289,77209,23867,349.75,676,6,101077
74,42812,9269,703.81,343,2,52082
876,811487,205685,1161.16,3160,45,1017172
1055,372758,119102,466.22,3334,17,491861
289,89316,27949,405.77,993,10,117266
1211,429681,165795,491.72,3260,17,595477
587,263057,66972,562.23,2310,24,330029
1213,445158,145805,487.19,4003,48,590964
196,70257,18852,454.65,601,13,89110
70145,149496807.00,34997651,251105,467974,5658,184494451
244,76475,19521,393.43,583,13,95997
738,389841,119882,690.68,2579,41,509723
2085,1298583,401113,815.46,6826,45,1700237
417,152664,53979,495.55,1018,8,206643
7765,9214605,2103395,1457.57,34433,821,11318001
2017,3170639,653957,1896.48,6476,116,3825191
2291,2568879,557655,1388.24,7828,124,3180468
211,115193,28527,681.14,935,24,143720
279,133638,26159,572.75,945,9,159798
16853,32611333,7868101,2401.91,91369,1541,40479434
102,62646,17878,789.45,466,8,80524
1546,648462,175425,532.92,5949,61,823887
541,211990,47430,479.52,1507,12,259421
348,119634,22012,407.03,1204,10,141646
1518,655051,150715,530.81,4177,21,805766
229,128158,30547,693.04,958,1,158705
491,241519,78125,651.01,1697,23,319645
355,108526,33255,399.39,831,10,141782
1486,711917,213236,669.45,4559,37,994806
1488,1227914,320744,1040.77,4301,39,1548659
51,15745,2592,359.57,186,2,18338
309,115766,25598,457.49,1094,13,141364
69,18901,114601,346.94,191,,23938
2720,984954,367319,497.16,8576,69,1352274
750,282867,109541,523.21,2269,11,392408
857,288652,76852,426.49,1923,17,365505
4236,4628216,1079497,1347.43,18803,241,5707713
35,12287,1905,405.51,155,1,14192
723,256869,73113,456.41,2202,15,329983
3385,3645939,858404,1330.88,14800,233,4505039
98,37108,8423,464.61,228,5,45531
3104,4404835,857184,1654.20,18235,266,5262019
760,253388,87135,448.06,1773,2,340524
84,55553,13211,818.63,371,,68765
7604,10190444,2098431,-103422,31907,497,12288876
621,268398,81789,563.91,1709,10,350188
294,142820,42680,630.95,1129,12,185500
1260,408187,139439,434.62,3800,44,547626
255,131717,27326,623.7,1057,11,159044
511,245632,78415,634.15,1831,13,324048
159,99703,21660,763.3,718,4,121364
2159,1104669,334947,666.8,6722,33,1439616
430,166209,43354,487.36,1174,6,209564
783,510468,134203,823.34,3132,38,644671
481,230237,59549,602.47,1438,3,289786
459,166523,46631,464.39,1474,4,213155
143,60976,12919,516.76,562,3,73896
6813,10691530,2183388,1889.76,28897,665,12874919
210,79124,17860,461.83,679,8,96984
4488,4437190,1082311,1229.84,14104,226,5519502
5072,6692210,1415536,1598.53,20338,349,8107747
592,180670,63756,412.88,1534,12,244427
130,51769,33135,653.11,307,,84904
408,176227,48745,551.4,1243,,224973
81,25798,67162,364.65,113,1,29536
871,258415,126647,442.09,1898,13,385063
647,224747,75232,463.65,2292,18,299980
129,42822,13174,434.08,360,1,55996
3128,4483848,927748,1735,12076,266,5411596
987,349370,90883,446.05,2927,30,440254
9687,10002699,2210119,1260.74,44079,686,12212818
273,134884.00,39801,639.86,856,4,174681
1635,680347,241753,563.98,3933,48,922101
2172,3567566,821217,2020.62,7959,112,4388784
256,175882,39672,842.01,977,4,215554
1028,504621,155907,642.54,2366,18,660528
755,300167,63674,481.91,1540,28,363841
238,70955,12937,352.49,657,,83893
2831,2525861,627909,-287079,12090,217,3153770
1185,478139,131208,514.22,2331,40,609347
1302,605889,152388,582.39,4772,25,758278
3576,1234541,551253,499.38,9290,63,1785795
443,215009,55100,609.73,1536,14,270110
39680,76885799,17611054,162200,250287,2557,94496854
1302,519035,220335,567.87,2614,19,739370
394,148385,22253,433.09,802,6,170639
247,81181,16880,397.01,742,2,98062
150,88886,20427,728.76,514,5,109314
1366,664445,208359,638.95,4221,78,872805
315,140530,24395,523.58,644,19,164926
262,115779,34912,592.93,864,11,155348
1492,865405,251513,748.61,4404,45,1116919
200,67553,14778,411.66,627,15,82332
1707,853192,288029,668.55,6375,79,1141221
3316,4170795,928322,1537.73,15328,114,5099117
596,289055,81452,621.66,2445,11,370507
331,157486,26284,555.2,1065,14,183770
4225,1970984,792282,654.03,13603,108,2763266
330,168729,33200,611.91,1114,,201929
662,318215,97199,627.51,1891,52,415414
650,470192,130598,924.29,2825,48,600791
1147,615994,127899,648.56,2990,42,743894
125,93121,21735,918.86,481,12,114856
2743,8710720,1628079,3769.16,14194,242,10338799
592,261857,50294,527.28,1474,11,312152
1272,643433,176620,644.7,4938,57,820054
84,29622,6178,426.21,340,2,35801
415,184237,44361,550.84,1358,5,228599
562,299017,92152,696.03,1464,1,391169
870,474396,140778,707.1,1868,21,615175
457,263663,60860,710.12,1851,35,324524
3358,2329910,653236,888.37,12870,167,2983146
1688,687432,191953,520.96,3913,73,879386
90,21637,3540,279.75,224,3,25177
3788,1605839,485942,552.21,10280,173,2091781
404,178981,45.961,556.79,1014,10,224941
933,502710,149377,698.92,2821,50,652087
5498,8879063,1861098,1953.47,16500,344,10740161
1284,1814358,401981,-63216,4312,51,2216340
274,96995,17747,418.77,1226,4,114743
18,1305987,1273,374.91,67,,6748
95,59560,12942,763.19,180,,72502
22107,40773504,8736669,2149.35,126563,1542,49510174
524,265466,32952,569.5,1895,13,298418
112,35680,12017,425.88,289,4,47698
221,75805,15150,411.57,732,5,90955
1054,392358,124044,489.95,2280,25,516402
748,325070,121541,597.08,2183,30,446612
1368,624857,211433,611.32,4158,15,836290
8954,14383827,3233953,1967.59,41413,629,17617781
6775,5657972,1380651,1038.91,35095,390,7038624
386,184107,48803,603.39,966,10,232910
5245,5803669,1301436,1354.64,20940,371,7105106
156,68160,14218,528.08,556,,82379
408,229291,49352,682.95,2095,39,278643
55,20003,3553,428.31,214,1,23556
219,89271,20756,502.41,592,5,110028
12988,34041544,5904204,3075.59,89193,1782,39945748
1024,344340,104993,438.8,3296,23,449334
785,346818,112947,585.69,2020,19,459765
293,141961,29621,585.61,908,,171583
1138,573424,132553,620.37,3007,79,705978
1220,392605,125547,441.21,2876,48,538272
36,17533,6253,660.77,78,,23787
984,364704,111954,484.41,2358,27,476659
165,112265,28688,854.26,383,8,140953
149,56500,11694,457.68,351,3,68194
22644,32061417,7394542,1737.18,134463,1431,40010787
13,6744,2258,692.54,35,,2594
23794,53061296,11077299,2480.43,186240,2084,64592904
89,38229,9592,537.32,345,,47821
118,69531,15655,721.92,349,6,85187
120,65583.00,14977,671.31,468,3,80557
54,17228,4914,415,183,3,22142
206,120395,34751,766.65,612,8,157930
8,1509,285,224.34,22,,1794
274,98324,34838,486,717,5,133162
1206,666059,175190,697.55,3749,49,841249
194,72046,34018,546.73,299,,106065
1398,364730,91441,326.3,3423,68,456172
297,128040,32758,541.41,906,2,160799
314,111203,22496,425.8,1099,18,133700
94,27683,6628,365.02,265,3,34312
434,257091,62419,736.2,962,11,319510
66,18313,78646,338.89,198,,22366
540,230240,62029,541.24,1495,5,292270
1040,454551,126491,558.7,1972,28,581043
3550,2007871,671158,754.66,11927,80,2679030
127,36548,601,335.1,403,,42558
157,88633,19285,687.38,511,3,107918
19,5838,1318,376.72,29,,7157
385,124318,41.012,429.42,937,2,165328
96,59753,14569,774.2,200,1,74322
16,9774,2090,741.61,51,1,11865
6257,12610432.00,2589140,2437.80,28110,628,15253284
58,48304,11217,1026.25,175,2,59522
4872,4332363,1007408,-286655,13952,110,5432443
218,73756,13699,401.18,317,,87456
538,265243,97973,680.41,1491,10,366058
154,59173,34503,132279,251,,348352
153,94564,21865,760.98,731,21,116429
109,38889,8860,438.08,239,2,47750
6,204,65,44.22,18,,265
63,45430,10734,891.52,161,,56165
471,201522,37130,506.69,1018,17,238653
1379,558115,229924,571.46,3973,15,788039
24,12931,2861,658.02,111,1,15792
504,229087,50695,555.13,1469,1,279783
128,18663,3586,173.83,120,3,22251
72,20181,3175,324.41,171,2,23357
220,51059,14370,297.41,630,,65430
124,35390,203708,345.71,225,,42867
114,46725,14298,535.3,274,3,61024
123,47020,11225,473.54,282,4,58245
18,5803,781,365.81,55,,6584
426,200545,54787,599.37,1103,12,255332
72,40820,9192,694.62,358,5,50012
85,39946,9428,580.88,293,7,49375
1661,293225,64605,215.43,2319,23,357830
5344,5442642,1221666,-238350,14340,447,6664308
207,69347,13202,398.79,639,3,82556
61,13979,2274,266.46,155,,16253
23,6531,815,319.45,60,,7347
3742,1331683,484576,485.37,11462,84,1816259
153814,310471304,64669623,2396.71,882891,10031,375751214
1947,897758,199714,563.67,5915,47,1097472
1073,2880951,490732,3142.30,5375,181,3371683
1448,770372,239960,702.98,3365,77,1017912
123,34097,5701,323.57,241,,39799
996,544821,146767,694.37,3081,32,691589
33,9671,2430,366.71,78,,12101
265,62834,22124,320.6,760,4,84958
85,57956,12887,833.47,186,2,70844
2982,782360,168545,318.88,1184,,950906
1553,991717,330596,851.46,3927,35,1322313
329,104547,22519,386.22,800,5,127067
863,384289,134271,605.4,2518,21,522457
434,313099,70498,883.87,1358,27,383597
97,43103,7937,526.19,263,1,51040
308,48344,15079,205.92,558,1,63424
929,477471,124428,647.9,3339,26,601899
28,16685,3031,704.19,130,1,19717
1499,584828,161494,511.92,3274,55,767365
204,71469,26767,481.55,418,1,98236
249,155461,35906,768.55,1208,7,191368
6436,11748785,2299618,2182.78,27632,1005,14048403
75,23253,5565,384.25,220,2,28819
93,27694,7541,378.88,271,,35235
1871,1984165,416351,-225352,6268,188,2400517
2354,3787024,793106,1945.68,11265,188,4580131
94,31670,15334,505,140,1,47004
172,112941,25080,802.45,494,,138021
542,238653,79662,590.36,1184,24,319977
2954,11157034,2048440,4470.37,23162,518,13205475
54,32336,6789,724.55,247,3,39125
198,41091,222932,247.95,570,7,49094
137,45306,14093,433.58,359,2,59400
37,6220,-25247,200.77,87,1,7428
70,20355,6938,389.92,174,,27294
225,113969,43955,701.89,356,1,157925
1559,672391,184870,549.88,3967,106,857261
2696,2430214,640626,1396.78,8455,88,3765722
24,6897,1192,337.08,171,,8089
45,25909,6114,711.65,95,3,32024
183,88380,20351,594.17,494,1,108732
2661,1340639,405944,656.36,8396,53,1746584
10,1891,306,219.79,35,,2197
581,288073,82149,637.22,1498,5,370223
565,129720,27285,277.89,1624,3,157006
145,51102,12112,435.97,519,2,63215
2254,8872054,1474059,4703.84,17013,555,10602452
1749,875519,269393,692.76,5167,36,1211645
530,199220,33766,439.6,1420,,232987
148,46968,12513,401.9,272,6,59481
1119,441058,98078,481.8,2921,16,539136
48,11895,2049,290.52,260,3,13945
267,94102,19313,424.78,1204,10,113415
150,64116,20717,582.77,565,2,87414
87,43433,10155,615.97,356,5,53589
77,28477,9872,498.05,127,,38349
567,291395,65933,656.51,1428,33,372241
610,262522,73005,555,1366,,335528
820,418946,61687,586.14,3577,,480633
991,575630,118918,700.86,2916,37,694548
270,122120,30921,566.82,960,22,153042
1414,504783,140559,456.4,4648,63,645343
914,461942,119131,635.75,2335,41,581074
2651,1301982,436296,655.71,7748,178,1738279
889,463862,129831,667.82,2162,31,593693
1262,2972919,593441,2825.96,5324,157,3566361
89,57123,13337,791.7,119,2,70461
78,38242,7384,584.97,398,,45627
1735,698706,215576,526.96,4349,58,914283
3386,1650841,426283,613.44,8852,179,2077124
445,231973,51769,637.62,1081,18,283742
10338,16959792,3336868,1979.25,52356,865,20461454
490,357601,82677,898.53,1750,31,440279
135,41021,10592,382.32,371,5,51613
20,7335,1053,419.44,69,,8388
77,34246,7990,548.53,291,3,42236
120,71367,18606,749.78,298,2,89973
5331,5717144,1191307,1295.90,31217,328,6908452
2,824,443,634.03,3,,-230
81,26605,7603,422.32,192,,34208
102,33905,224502,411.29,366,4,41951
62,21210,2755,386.56,205,,23966
553,273986,66791,616.24,2074,37,340778
178,50394,14600,365.14,394,3,64995
34,9756,2700,366.38,66,2,12456
1741,6148697,1111730,4170.26,9478,332,7260428
1384,567253,179.904,539.85,2391,51,747153
117,31576,5758,319.11,389,2,37335
1552,595439,175519,514.61,3525,75,798667
2116,1095465,378783,696.71,6471,25,1474248
30,9955,1977,397.77,85,2,11933
1677,270468,59334,196.66,1341,20,329802
183,42855,12186,300.78,393,13,55042
91,46435,9756,617.49,256,4,56191
3396,12286556,1609516,2034.56,118826,359,13896072
215,55208,13885,321.37,507,,69093
178,83395,19501,578.07,320,5,102896
1862,6399575,1295741,4132.82,8581,290,7695317
1303,803741,183504,757.67,3165,62,987246
830,306214,71180,454.69,2500,12,377394
299,142687,38537,606.1,656,10,181225
